Id,clean_text,category
5074,inspir patriot dialogu biopic modi,1
5075,differ modi lakh jumla,0
5076,that whop lakh crore per annum hope peopl done calcul non calcul,0
5077,nation spokesperson bjp shri nirav modi,0
5078,read letter friend happen modi support via,0
5079,rahul gandhi justifi sop tore modi ayushman bharat kisan scheme fiscal viabil,0
5080,say famili back see tweet parti account tweet may left assumpt alway come stage rj confirm lie vote modi pridenot bhakti andh bakti hope virajpet remain good ever,1
5081,must rememb modi govt releas italian sailor murder innoc kerala fishermen,1
5082,peopl support attent pata unko bhi aayeng modi guy pleas ignor dont give respons hisher post,0
5083,dear sir mani year rule nyay india come modi show way,1
5084,shabana azmi modi biopic credit row done mislead public,0
5085,scum altern modi,2
5086,congressgathbandhan known public viewsmodi lahar public favour modi sab saath sab vika,0
5087,okay pimp like wire peddl fake news time okay asshol like wire turn anti nation rabid hatr modi okay wire run dirti money back,1
5088,think option dont vote rahul modi vote candid constitu india chang peopl start vote best candid rather parti,1
5089,said muslim vote rahul gandhi neither rahul anyth muslim modi fact non promis made modi fulfil time vote drama compani think nation hindu muslim,0
5090,meanwhil fawad secretli kept chowkidar short handl modi jitega,2
5091,would less modi spent world tour self promot advertis,2
5092,modi told currenc return demon mean black money economi mani bhakt consid modi success question succeed demon lakh,1
5093,desper measur becom koi mujh jail jaan bachao waala haal gaya haipleas vote modi save countri,2
5094,open talk good man correct polit happen modi ep op tamilisai,1
5095,declear agenda bjp one chowkidar maharaj jammu made publicit modi polici publish bjp agenda modi,2
5096,peopl corrupt want modi loot indiaw skill allow happen,2
5097,yeah mannot homemay want world pay attent issu raisedlet world know still minor relat issu go khan side dont deni modi side though,0
5098,mean say modi initi get arrest secur money bjp fight elect creativ must say medic like natur,1
5099,wish elect modi first thing scrap judiciari system revamp new process bunch joker good noth made indian judiciari laugh stock,1
5100,modi india pain death skin aliv dalit,1
5101,realis peopl rea dor follow english media illiteratesal well educ practic experi variou field much strangl droll ground narendra modi win loksabha elect,1
5102,modi warmong tactic use sikh mercenari develop hatr sikh stand injustic stand,0
5103,big tight slap modi face air india withdraw board pass pm photo amid controversi ndtv,2
5104,still activ dont worri end modishah era elect,2
5105,total agre tavleen modi mess economi fail creat job rahul choic handout,2
5106,kumbh mela answer fan base,2
5107,remov hate modi glass eye see develop made modi,2
5108,master class amplifi outreach use commun tool growth narendra modi modi tweet spree post time halfanhour econom time via,1
5109,prepared parti shrink day day prepared amount hurl abus narendra modi,0
5110,iceberg corrupt hit india like tsunami,0
5111,modi sell tee shirt,0
5112,might bunk class fact post graduat modi illiter,0
5113,fwd muslim biggest threat indiaextrem sad gener indian still live muslim etc stay india indian bjp modi rekindl fire hatr let extinguish late,2
5114,eat beef biryani sleep asaduddin owaisi slam modi pulwama attack,0
5115,congress govt made mani thing got gadkari point shameless boast brain wash believ big bang happen may india creat everyth made modi gadkari silli,0
5116,idiot biggest liar modi annonc farmer criticis pa also pm take math class stop fool peopl show give stop make fun poorest peopl india,2
5117,earn stop modi guv modi goe biz continu,0
5118,rajat gupta current conduct masterclass good littl differ nirav modi mallya,1
5119,modi effect,0
5120,let cricket cast vote citi play ipl ashwin urg modi,0
5121,ashutosh muglikar modi reason tourism propel economi india rank travel tourism competit index jump th th past four year jai,2
5122,announc made modi headlin would differ howev discontinu ayushman bharat open new gate corrupt,1
5123,btw never ever issu land take igi rgi issu modi period,0
5124,ram madav say congress wont win elect less modi promis lack,1
5125,weird time desper need wage war get reelect,2
5126,believ everi barodian happi work person like parti come first definit deserv second term let togeth bring modi defeat anti nationalsand traitor,1
5127,china welcom modi khan exchang greet,0
5128,took hr raju final break silenc spend think bring modi without appear monkey balanc case wast time,2
5129,soul say rahul unfit vote modi congress propaganda say minor arent safe,1
5130,guarante cover everi year cr famili even famili use worth healthcar period net govt support would l rahul promis cover cr peopl modi scheme,1
5131,come exactli thing london bu say instead give mil pound could invest nh modi lie suppos continu useless fail congess strategi still,2
5132,narendra modi rule india till person literatur enjoy earticl sit full virodhabhasaalankara figur speech sanskrit opposit thettruth,1
5133,defeat thano make stand elect modi rahul waynad,0
5134,break congress deleg randeep surjewalakapil sibbalabhishek manu singhvi elect commiss complaint modi biopic alleg violat mcc movi modi,2
5135,congress deleg compris randeep singh surjewala kapil sibal abhishek manu singhvi meet elect commiss india biopic prime minist narendra modi later today,0
5136,two break news air command abhinandan father join congress modi govt dismiss abhinandan job,0
5137,butthurt sweetheart btw saw act skillsand realli awesom natur wais dont bother dont finger earn money decent job modi administr unlik noth good blabber twitter,1
5138,balakot attack destroy next tree next destroy jet modi start cri rafael result would differ beta rafael bhi hta yahe result hta,2
5139,somebodi tweet modi shoild newzeland would suggest learn china deal fanat jihadist commun peopl,0
5140,clear surgic strike bjp jumla modi,1
5141,dear indain get readi pain elect mad modi one stray dog put whole subcontin risk destruct indian soon realis blunder commit select mad anim,2
5142,disgrac pakistani better let follow india modi polici pursuit persecut minor,1
5143,cheerlead scheme know scheme depend upon system establish modi govt think money directli transfer beneficiari account adhar link jan dhan accountth scheme readi lauch modi govt,1
5144,bout modi atleast next year,0
5145,mam jinki dukan band hain wah kya boleng remov modi way,0
5146,never modi,0
5147,peopl pin high hope coteri clown yahaan sookhi hui roti bhi tumharay say cheenh laingay woh gharon main gaer kay chulha jalaana choddhh dey dil dont forget faux pa,1
5148,current socal need vote cloth,0
5149,rs desh nhi becheg modi,0
5150,scam ppl demonetis pot head demonetis get hold scamster like unlik egotist parti presid ur modi crave media attent that media repres,0
5151,even lannist moral vijay mallya nirav modi naresh goyal lannist alway pay debt,1
5152,ohoo congress loot nation poverti remov congress power modi use psi practic hammer come rahul,0
5153,govern decis grant sez statu adani project save compani billion rupe tax billion crore annual clean energi cess alon,1
5154,noelect game manag media media work modi doesnt matter rahul gandhi announc much expos modiat end day decid win,1
5155,modi gave quota upper middl class ask would provid order quota bench mark,0
5156,think everi modi support support motion,0
5157,avail constitu vote bjp vote vote develop continu vote india continu growth initi narendra modi,1
5158,prime minist largest democraci sale person,0
